1;96
2;58
3;103
4;60
5;139
6;64
7;20
8;30
9;38
10;45
11;128
12;4
13;141
14;117
15;113
16;143
17;152
18;151
19;85
20;15
21;105
22;101
23;56
24;102
25;124
26;51
27;86
28;121
29;65
30;82
31;140
32;168
33;125
34;120
35;74
36;39
37;81
38;115
39;148
40;72
41;130
42;161
43;163
44;22
45;40
46;53
47;41
48;159
49;91
50;142
51;79
52;50
53;137
54;5
55;16
56;26
57;90
58;99
59;164
60;32
61;127
62;48
63;68
64;133
65;167
66;44
67;57
68;9
69;1
70;55
71;114
72;150
73;83
74;18
75;84
76;42
77;76
78;116
79;97
80;35
81;67
82;160
83;104
84;2
85;93
86;95
87;25
88;98
89;157
90;92
91;43
92;110
93;8
94;112
95;62
96;134
97;75
98;19
99;129
100;77
101;147
102;13
103;166
104;33
105;149
106;52
107;138
108;31
109;70
110;54
111;106
112;87
113;111
114;49
115;122
116;66
117;108
118;47
119;3
120;28
121;158
122;156
123;29
124;165
125;7
126;71
127;145
128;88
129;12
130;23
131;126
132;118
133;144
134;135
135;94
136;119
137;46
138;10
139;136
140;63
141;162
142;11
143;24
144;153
145;146
146;69
147;78
148;17
149;73
150;109
151;61
152;123
153;132
154;131
155;34
156;21
157;6
158;155
159;36
160;100
161;37
162;89
163;27
164;80
165;59
166;14
167;107
168;154
