1;113
2;49
3;74
4;152
5;94
6;127
7;112
8;45
9;51
10;96
11;163
12;123
13;63
14;26
15;139
16;131
17;24
18;160
19;66
20;120
21;34
22;77
23;20
24;126
25;135
26;64
27;15
28;58
29;158
30;124
31;164
32;90
33;133
34;116
35;98
36;62
37;5
38;80
39;161
40;41
41;114
42;67
43;54
44;3
45;37
46;159
47;21
48;12
49;32
50;157
51;138
52;39
53;57
54;92
55;52
56;78
57;29
58;121
59;35
60;73
61;7
62;146
63;23
64;143
65;97
66;42
67;141
68;125
69;86
70;129
71;122
72;16
73;82
74;75
75;104
76;28
77;18
78;99
79;44
80;119
81;68
82;13
83;117
84;4
85;53
86;106
87;8
88;1
89;109
90;162
91;11
92;31
93;140
94;165
95;93
96;69
97;19
98;40
99;144
100;14
101;107
102;108
103;151
104;111
105;168
106;30
107;167
108;59
109;166
110;153
111;9
112;17
113;134
114;89
115;154
116;149
117;33
118;83
119;27
120;91
121;103
122;38
123;55
124;136
125;81
126;2
127;46
128;100
129;137
130;148
131;43
132;48
133;6
134;72
135;130
136;76
137;70
138;50
139;147
140;142
141;10
142;60
143;105
144;65
145;56
146;128
147;22
148;115
149;145
150;132
151;95
152;85
153;47
154;118
155;87
156;79
157;110
158;101
159;155
160;150
161;156
162;25
163;71
164;61
165;36
166;84
167;102
168;88
