1;91
2;51
3;69
4;154
5;151
6;158
7;138
8;116
9;56
10;14
11;59
12;109
13;131
14;114
15;90
16;75
17;5
18;60
19;124
20;71
21;39
22;93
23;115
24;57
25;108
26;123
27;105
28;143
29;80
30;160
31;82
32;22
33;107
34;1
35;72
36;126
37;84
38;110
39;30
40;117
41;127
42;64
43;97
44;65
45;130
46;146
47;45
48;26
49;132
50;168
51;36
52;7
53;41
54;152
55;18
56;37
57;121
58;144
59;61
60;142
61;28
62;136
63;33
64;8
65;70
66;102
67;23
68;133
69;2
70;21
71;81
72;100
73;83
74;148
75;78
76;145
77;27
78;79
79;164
80;113
81;20
82;73
83;35
84;13
85;119
86;44
87;11
88;159
89;87
90;47
91;96
92;129
93;68
94;50
95;16
96;34
97;156
98;66
99;15
100;161
101;141
102;88
103;162
104;149
105;62
106;134
107;86
108;48
109;118
110;135
111;137
112;120
113;46
114;139
115;101
116;43
117;32
118;6
119;31
120;128
121;157
122;42
123;54
124;63
125;111
126;40
127;103
128;94
129;98
130;25
131;3
132;155
133;147
134;99
135;125
136;17
137;122
138;29
139;140
140;153
141;12
142;76
143;106
144;52
145;95
146;112
147;89
148;9
149;19
150;67
151;92
152;10
153;85
154;49
155;38
156;24
157;165
158;77
159;4
160;163
161;166
162;167
163;104
164;74
165;150
166;55
167;53
168;58
