1;73
2;36
3;87
4;22
5;135
6;78
7;72
8;129
9;24
10;163
11;114
12;115
13;71
14;110
15;77
16;126
17;26
18;46
19;11
20;157
21;59
22;88
23;99
24;132
25;30
26;4
27;94
28;134
29;98
30;41
31;6
32;159
33;83
34;138
35;100
36;102
37;40
38;29
39;7
40;18
41;146
42;21
43;127
44;34
45;66
46;154
47;13
48;151
49;105
50;122
51;158
52;43
53;2
54;16
55;74
56;27
57;166
58;121
59;168
60;128
61;60
62;25
63;103
64;81
65;39
66;148
67;90
68;91
69;149
70;139
71;85
72;51
73;15
74;57
75;50
76;31
77;8
78;113
79;58
80;150
81;10
82;67
83;14
84;164
85;65
86;92
87;119
88;68
89;123
90;147
91;17
92;56
93;152
94;95
95;12
96;23
97;144
98;86
99;89
100;133
101;33
102;70
103;79
104;54
105;136
106;117
107;111
108;28
109;145
110;63
111;52
112;142
113;47
114;120
115;108
116;143
117;141
118;69
119;130
120;64
121;161
122;156
123;37
124;131
125;76
126;49
127;140
128;3
129;53
130;20
131;44
132;153
133;84
134;32
135;106
136;165
137;62
138;118
139;1
140;167
141;35
142;155
143;93
144;97
145;19
146;38
147;104
148;61
149;101
150;80
151;48
152;112
153;45
154;116
155;55
156;82
157;42
158;137
159;162
160;5
161;9
162;160
163;75
164;124
165;107
166;96
167;109
168;125
