1;161
2;159
3;111
4;86
5;143
6;110
7;66
8;138
9;154
10;62
11;13
12;79
13;95
14;136
15;90
16;121
17;164
18;44
19;94
20;53
21;100
22;124
23;132
24;26
25;148
26;15
27;50
28;140
29;150
30;145
31;165
32;65
33;156
34;60
35;144
36;63
37;105
38;115
39;113
40;123
41;67
42;73
43;78
44;99
45;70
46;127
47;108
48;87
49;146
50;24
51;85
52;39
53;17
54;21
55;157
56;28
57;46
58;149
59;33
60;168
61;93
62;40
63;104
64;96
65;101
66;35
67;57
68;32
69;20
70;1
71;9
72;158
73;153
74;52
75;82
76;56
77;25
78;142
79;43
80;37
81;74
82;16
83;119
84;92
85;117
86;11
87;3
88;10
89;45
90;49
91;47
92;109
93;166
94;102
95;54
96;61
97;141
98;125
99;133
100;80
101;7
102;8
103;91
104;58
105;152
106;107
107;126
108;29
109;42
110;88
111;128
112;27
113;118
114;122
115;68
116;151
117;155
118;137
119;147
120;75
121;55
122;5
123;114
124;162
125;129
126;36
127;38
128;163
129;106
130;134
131;116
132;22
133;19
134;97
135;167
136;69
137;72
138;4
139;98
140;103
141;160
142;81
143;31
144;6
145;18
146;139
147;51
148;2
149;34
150;120
151;48
152;83
153;130
154;12
155;23
156;64
157;59
158;71
159;112
160;135
161;76
162;14
163;89
164;131
165;41
166;30
167;77
168;84
