1;71
2;77
3;51
4;99
5;31
6;163
7;46
8;8
9;142
10;91
11;82
12;76
13;100
14;132
15;136
16;135
17;161
18;108
19;145
20;81
21;52
22;57
23;3
24;64
25;120
26;53
27;114
28;84
29;22
30;101
31;60
32;160
33;67
34;128
35;56
36;88
37;104
38;42
39;5
40;154
41;155
42;152
43;107
44;138
45;119
46;86
47;10
48;143
49;144
50;2
51;47
52;85
53;9
54;122
55;43
56;139
57;32
58;89
59;58
60;124
61;109
62;125
63;116
64;126
65;117
66;6
67;45
68;70
69;40
70;146
71;83
72;110
73;39
74;113
75;164
76;103
77;115
78;28
79;97
80;159
81;141
82;17
83;36
84;90
85;166
86;118
87;156
88;74
89;147
90;62
91;73
92;16
93;127
94;121
95;4
96;130
97;24
98;105
99;98
100;133
101;19
102;50
103;131
104;68
105;54
106;59
107;14
108;30
109;79
110;165
111;66
112;20
113;33
114;111
115;25
116;37
117;106
118;87
119;41
120;167
121;129
122;35
123;12
124;27
125;15
126;44
127;13
128;80
129;95
130;137
131;72
132;157
133;1
134;34
135;96
136;123
137;63
138;140
139;92
140;48
141;93
142;150
143;18
144;153
145;49
146;102
147;23
148;69
149;11
150;134
151;7
152;78
153;75
154;38
155;61
156;65
157;112
158;148
159;26
160;55
161;149
162;151
163;21
164;29
165;94
166;162
167;168
168;158
